_id,Year,County,Hospital,Surgery,# of Cases (ICD 9),# of Cases (ICD 10),LONGITUDE,LATITUDE
11137,2018,San Bernardino,Kaiser Foundation Hospital – Fontana,Stomach,,16,-117.43549,34.0725
11138,2018,San Bernardino,Kaiser Foundation Hospital – Fontana,Prostate,,195,-117.43549,34.0725
11139,2018,San Bernardino,Kaiser Foundation Hospital – Fontana,Bladder,,19,-117.43549,34.0725
11140,2018,San Bernardino,Kaiser Foundation Hospital – Fontana,Pancreas,,7,-117.43549,34.0725
11141,2018,San Bernardino,Kaiser Foundation Hospital – Fontana,Esophagus,,16,-117.43549,34.0725
11142,2018,San Bernardino,Kaiser Foundation Hospital – Fontana,Breast,,491,-117.43549,34.0725
11143,2018,San Bernardino,Loma Linda University Medical Center,Prostate,,93,-117.26146,34.05164
11144,2018,San Bernardino,Loma Linda University Medical Center,Rectum,,30,-117.26146,34.05164
11145,2018,San Bernardino,Loma Linda University Medical Center,Pancreas,,10,-117.26146,34.05164
11146,2018,San Bernardino,Loma Linda University Medical Center,Esophagus,,6,-117.26146,34.05164
11147,2018,San Bernardino,Loma Linda University Medical Center,Lung,,30,-117.26146,34.05164
11148,2018,San Bernardino,Loma Linda University Medical Center,Breast,,189,-117.26146,34.05164
11149,2018,San Bernardino,Loma Linda University Medical Center,Liver,,42,-117.26146,34.05164
11150,2018,San Bernardino,Loma Linda University Medical Center,Colon,,57,-117.26146,34.05164
11151,2018,San Bernardino,Loma Linda University Medical Center,Stomach,,11,-117.26146,34.05164
11152,2018,San Bernardino,Loma Linda University Medical Center,Bladder,,30,-117.26146,34.05164
11153,2018,San Bernardino,Loma Linda University Medical Center,Brain,,58,-117.26146,34.05164
11154,2018,San Bernardino,Redlands Community Hospital,Breast,,116,-117.2044,34.03699
11155,2018,San Bernardino,Redlands Community Hospital,Stomach,,2,-117.2044,34.03699
11156,2018,San Bernardino,Redlands Community Hospital,Prostate,,18,-117.2044,34.03699
11157,2018,San Bernardino,Redlands Community Hospital,Colon,,41,-117.2044,34.03699
11158,2018,San Bernardino,Redlands Community Hospital,Brain,,11,-117.2044,34.03699
11159,2018,San Bernardino,Redlands Community Hospital,Lung,,4,-117.2044,34.03699
11160,2018,San Bernardino,Redlands Community Hospital,Rectum,,14,-117.2044,34.03699
11161,2018,San Bernardino,Redlands Community Hospital,Bladder,,1,-117.2044,34.03699
11162,2018,San Bernardino,Redlands Community Hospital,Liver,,1,-117.2044,34.03699
11163,2018,San Bernardino,San Antonio Regional Hospital,Bladder,,1,-117.63828,34.10056
11164,2018,San Bernardino,San Antonio Regional Hospital,Rectum,,11,-117.63828,34.10056
11165,2018,San Bernardino,San Antonio Regional Hospital,Prostate,,31,-117.63828,34.10056
11166,2018,San Bernardino,San Antonio Regional Hospital,Lung,,17,-117.63828,34.10056
11167,2018,San Bernardino,San Antonio Regional Hospital,Stomach,,7,-117.63828,34.10056
11168,2018,San Bernardino,San Antonio Regional Hospital,Liver,,3,-117.63828,34.10056
11169,2018,San Bernardino,San Antonio Regional Hospital,Breast,,146,-117.63828,34.10056
11170,2018,San Bernardino,San Antonio Regional Hospital,Brain,,10,-117.63828,34.10056
11171,2018,San Bernardino,San Antonio Regional Hospital,Colon,,59,-117.63828,34.10056
11172,2018,San Bernardino,Community Hospital of San Bernardino,Rectum,,3,-117.32245,34.13138
11173,2018,San Bernardino,Community Hospital of San Bernardino,Breast,,24,-117.32245,34.13138
11174,2018,San Bernardino,Community Hospital of San Bernardino,Liver,,1,-117.32245,34.13138
11175,2018,San Bernardino,Community Hospital of San Bernardino,Colon,,6,-117.32245,34.13138
11176,2018,San Bernardino,Saint Bernardine Medical Center,Liver,,1,-117.27865,34.1341
11177,2018,San Bernardino,Saint Bernardine Medical Center,Bladder,,1,-117.27865,34.1341
11178,2018,San Bernardino,Saint Bernardine Medical Center,Prostate,,96,-117.27865,34.1341
11179,2018,San Bernardino,Saint Bernardine Medical Center,Rectum,,17,-117.27865,34.1341
11180,2018,San Bernardino,Saint Bernardine Medical Center,Brain,,10,-117.27865,34.1341
11181,2018,San Bernardino,Saint Bernardine Medical Center,Breast,,83,-117.27865,34.1341
11182,2018,San Bernardino,Saint Bernardine Medical Center,Stomach,,2,-117.27865,34.1341
11183,2018,San Bernardino,Saint Bernardine Medical Center,Lung,,8,-117.27865,34.1341
11184,2018,San Bernardino,Saint Bernardine Medical Center,Colon,,24,-117.27865,34.1341
11185,2018,San Bernardino,Saint Mary Medical Center – Apple Valley,Colon,,12,-117.26535,34.54053
11186,2018,San Bernardino,Saint Mary Medical Center – Apple Valley,Lung,,6,-117.26535,34.54053
11187,2018,San Bernardino,Saint Mary Medical Center – Apple Valley,Rectum,,10,-117.26535,34.54053
11188,2018,San Bernardino,Saint Mary Medical Center – Apple Valley,Prostate,,19,-117.26535,34.54053
11189,2018,San Bernardino,Saint Mary Medical Center – Apple Valley,Breast,,35,-117.26535,34.54053
11190,2018,San Bernardino,Victor Valley Global Medical Center,Colon,,11,-117.2925622,34.5281768
11191,2018,San Bernardino,Victor Valley Global Medical Center,Breast,,40,-117.2925622,34.5281768
11192,2018,San Bernardino,Victor Valley Global Medical Center,Rectum,,1,-117.2925622,34.5281768
11193,2018,San Bernardino,Victor Valley Global Medical Center,Prostate,,2,-117.2925622,34.5281768
11194,2018,San Bernardino,Colorado River Medical Center,Rectum,,1,-114.61818,34.8325
11195,2018,San Bernardino,Hi-Desert Medical Center,Liver,,1,-116.27654,34.13323
11196,2018,San Bernardino,Hi-Desert Medical Center,Colon,,2,-116.27654,34.13323
11197,2018,San Bernardino,Desert Valley Hospital,Rectum,,2,-117.29778,34.47093
11198,2018,San Bernardino,Desert Valley Hospital,Stomach,,1,-117.29778,34.47093
11199,2018,San Bernardino,Desert Valley Hospital,Prostate,,13,-117.29778,34.47093
11200,2018,San Bernardino,Desert Valley Hospital,Lung,,1,-117.29778,34.47093
11201,2018,San Bernardino,Desert Valley Hospital,Colon,,7,-117.29778,34.47093
11202,2018,San Bernardino,Desert Valley Hospital,Bladder,,1,-117.29778,34.47093
11203,2018,San Bernardino,Desert Valley Hospital,Breast,,12,-117.29778,34.47093
11204,2018,San Bernardino,Arrowhead Regional Medical Center,Rectum,,14,-117.3527761,34.07163215
11205,2018,San Bernardino,Arrowhead Regional Medical Center,Stomach,,1,-117.3527761,34.07163215
11206,2018,San Bernardino,Arrowhead Regional Medical Center,Prostate,,3,-117.3527761,34.07163215
11207,2018,San Bernardino,Arrowhead Regional Medical Center,Pancreas,,3,-117.3527761,34.07163215
11208,2018,San Bernardino,Arrowhead Regional Medical Center,Liver,,2,-117.3527761,34.07163215
11209,2018,San Bernardino,Arrowhead Regional Medical Center,Lung,,3,-117.3527761,34.07163215
11210,2018,San Bernardino,Arrowhead Regional Medical Center,Esophagus,,1,-117.3527761,34.07163215
11211,2018,San Bernardino,Arrowhead Regional Medical Center,Breast,,38,-117.3527761,34.07163215
11212,2018,San Bernardino,Arrowhead Regional Medical Center,Colon,,15,-117.3527761,34.07163215
11213,2018,San Bernardino,Arrowhead Regional Medical Center,Brain,,24,-117.3527761,34.07163215
11214,2018,San Bernardino,Arrowhead Regional Medical Center,Bladder,,2,-117.3527761,34.07163215
11215,2018,San Bernardino,Barstow Community Hospital,Rectum,,1,-117.0168841,34.8935263
11216,2018,San Bernardino,Barstow Community Hospital,Colon,,3,-117.0168841,34.8935263
11217,2018,San Bernardino,Barstow Community Hospital,Breast,,3,-117.0168841,34.8935263
11218,2018,San Bernardino,Barstow Community Hospital,Stomach,,1,-117.0168841,34.8935263
11219,2018,San Diego,Alvarado Hospital,Rectum,,2,-117.0573188,32.7766415
11220,2018,San Diego,Alvarado Hospital,Lung,,3,-117.0573188,32.7766415
11221,2018,San Diego,Alvarado Hospital,Colon,,5,-117.0573188,32.7766415
11222,2018,San Diego,Alvarado Hospital,Breast,,5,-117.0573188,32.7766415
11223,2018,San Diego,Alvarado Hospital,Pancreas,,1,-117.0573188,32.7766415
11224,2018,San Diego,Sharp Coronado Hospital and Healthcare Center,Rectum,,2,-117.16808,32.69427
11225,2018,San Diego,Sharp Coronado Hospital and Healthcare Center,Colon,,3,-117.16808,32.69427
11226,2018,San Diego,Sharp Coronado Hospital and Healthcare Center,Breast,,1,-117.16808,32.69427
11227,2018,San Diego,Sharp Memorial Hospital,Rectum,,44,-117.15531,32.80016
11228,2018,San Diego,Sharp Memorial Hospital,Prostate,,93,-117.15531,32.80016
11229,2018,San Diego,Sharp Memorial Hospital,Pancreas,,10,-117.15531,32.80016
11230,2018,San Diego,Sharp Memorial Hospital,Liver,,27,-117.15531,32.80016
11231,2018,San Diego,Sharp Memorial Hospital,Esophagus,,3,-117.15531,32.80016
11232,2018,San Diego,Sharp Memorial Hospital,Colon,,89,-117.15531,32.80016
11233,2018,San Diego,Sharp Memorial Hospital,Breast,,457,-117.15531,32.80016
11234,2018,San Diego,Sharp Memorial Hospital,Brain,,23,-117.15531,32.80016
11235,2018,San Diego,Sharp Memorial Hospital,Bladder,,4,-117.15531,32.80016
11236,2018,San Diego,Sharp Memorial Hospital,Lung,,39,-117.15531,32.80016
11237,2018,San Diego,Sharp Memorial Hospital,Stomach,,9,-117.15531,32.80016
11238,2018,San Diego,Grossmont Hospital,Lung,,25,-117.00924,32.77963
11239,2018,San Diego,Grossmont Hospital,Stomach,,4,-117.00924,32.77963
11240,2018,San Diego,Grossmont Hospital,Rectum,,23,-117.00924,32.77963
11241,2018,San Diego,Grossmont Hospital,Prostate,,9,-117.00924,32.77963
11242,2018,San Diego,Grossmont Hospital,Bladder,,1,-117.00924,32.77963
11243,2018,San Diego,Grossmont Hospital,Liver,,10,-117.00924,32.77963
11244,2018,San Diego,Grossmont Hospital,Brain,,24,-117.00924,32.77963
11245,2018,San Diego,Grossmont Hospital,Colon,,46,-117.00924,32.77963
11246,2018,San Diego,Grossmont Hospital,Esophagus,,2,-117.00924,32.77963
11247,2018,San Diego,Grossmont Hospital,Breast,,103,-117.00924,32.77963
11248,2018,San Diego,Grossmont Hospital,Pancreas,,6,-117.00924,32.77963
11249,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Stomach,,10,-117.09447,32.79287
11250,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Rectum,,40,-117.09447,32.79287
11251,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Prostate,,51,-117.09447,32.79287
11252,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Pancreas,,8,-117.09447,32.79287
11253,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Colon,,108,-117.09447,32.79287
11254,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Breast,,625,-117.09447,32.79287
11255,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Brain,,33,-117.09447,32.79287
11256,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Bladder,,9,-117.09447,32.79287
11257,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Lung,,61,-117.09447,32.79287
11258,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Esophagus,,8,-117.09447,32.79287
11259,2018,San Diego,Kaiser Foundation Hospital – San Diego – Zion,Liver,,21,-117.09447,32.79287
11260,2018,San Diego,Scripps Mercy Hospital,Rectum,,28,-117.1609,32.75128
11261,2018,San Diego,Scripps Mercy Hospital,Stomach,,10,-117.1609,32.75128
11262,2018,San Diego,Scripps Mercy Hospital,Prostate,,144,-117.1609,32.75128
11263,2018,San Diego,Scripps Mercy Hospital,Pancreas,,6,-117.1609,32.75128
11264,2018,San Diego,Scripps Mercy Hospital,Lung,,22,-117.1609,32.75128
11265,2018,San Diego,Scripps Mercy Hospital,Breast,,116,-117.1609,32.75128
11266,2018,San Diego,Scripps Mercy Hospital,Brain,,10,-117.1609,32.75128
11267,2018,San Diego,Scripps Mercy Hospital,Liver,,2,-117.1609,32.75128
11268,2018,San Diego,Scripps Mercy Hospital,Bladder,,16,-117.1609,32.75128
11269,2018,San Diego,Scripps Mercy Hospital,Colon,,61,-117.1609,32.75128
11270,2018,San Diego,Palomar Health Downtown Campus,Stomach,,2,-117.07628,33.12586
11271,2018,San Diego,Palomar Health Downtown Campus,Lung,,10,-117.07628,33.12586
11272,2018,San Diego,Palomar Health Downtown Campus,Rectum,,13,-117.07628,33.12586
11273,2018,San Diego,Palomar Health Downtown Campus,Prostate,,42,-117.07628,33.12586
11274,2018,San Diego,Palomar Health Downtown Campus,Liver,,1,-117.07628,33.12586
11275,2018,San Diego,Palomar Health Downtown Campus,Colon,,62,-117.07628,33.12586
11276,2018,San Diego,Palomar Health Downtown Campus,Breast,,111,-117.07628,33.12586
11277,2018,San Diego,Palomar Health Downtown Campus,Bladder,,9,-117.07628,33.12586
11278,2018,San Diego,Palomar Health Downtown Campus,Brain,,19,-117.07628,33.12586
11279,2018,San Diego,Paradise Valley Hospital,Colon,,4,-117.0830382,32.6863293
11280,2018,San Diego,Paradise Valley Hospital,Rectum,,3,-117.0830382,32.6863293
11281,2018,San Diego,Paradise Valley Hospital,Breast,,2,-117.0830382,32.6863293
11282,2018,San Diego,Scripps Memorial Hospital – La Jolla,Stomach,,5,-117.22279,32.88506
11283,2018,San Diego,Scripps Memorial Hospital – La Jolla,Rectum,,41,-117.22279,32.88506
11284,2018,San Diego,Scripps Memorial Hospital – La Jolla,Pancreas,,1,-117.22279,32.88506
11285,2018,San Diego,Scripps Memorial Hospital – La Jolla,Lung,,23,-117.22279,32.88506
11286,2018,San Diego,Scripps Memorial Hospital – La Jolla,Liver,,5,-117.22279,32.88506
11287,2018,San Diego,Scripps Memorial Hospital – La Jolla,Esophagus,,1,-117.22279,32.88506
11288,2018,San Diego,Scripps Memorial Hospital – La Jolla,Colon,,44,-117.22279,32.88506
11289,2018,San Diego,Scripps Memorial Hospital – La Jolla,Breast,,363,-117.22279,32.88506
11290,2018,San Diego,Scripps Memorial Hospital – La Jolla,Brain,,25,-117.22279,32.88506
11291,2018,San Diego,Tri-City Medical Center – Oceanside,Prostate,,21,-117.29027,33.18394
11292,2018,San Diego,Tri-City Medical Center – Oceanside,Lung,,17,-117.29027,33.18394
11293,2018,San Diego,Tri-City Medical Center – Oceanside,Liver,,1,-117.29027,33.18394
11294,2018,San Diego,Tri-City Medical Center – Oceanside,Breast,,101,-117.29027,33.18394
11295,2018,San Diego,Tri-City Medical Center – Oceanside,Brain,,4,-117.29027,33.18394
11296,2018,San Diego,Tri-City Medical Center – Oceanside,Bladder,,4,-117.29027,33.18394
11297,2018,San Diego,Tri-City Medical Center – Oceanside,Colon,,39,-117.29027,33.18394
11298,2018,San Diego,Tri-City Medical Center – Oceanside,Rectum,,20,-117.29027,33.18394
11299,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Esophagus,,12,-117.16498,32.75387
11300,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Breast,,442,-117.16498,32.75387
11301,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Brain,,64,-117.16498,32.75387
11302,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Bladder,,31,-117.16498,32.75387
11303,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Pancreas,,37,-117.16498,32.75387
11304,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Liver,,76,-117.16498,32.75387
11305,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Lung,,73,-117.16498,32.75387
11306,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Colon,,124,-117.16498,32.75387
11307,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Stomach,,26,-117.16498,32.75387
11308,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Rectum,,73,-117.16498,32.75387
11309,2018,San Diego,UC San Diego Health System – Hillcrest Medical Center,Prostate,,122,-117.16498,32.75387
11310,2018,San Diego,Sharp Chula Vista Medical Center,Stomach,,5,-117.02488,32.61909
11311,2018,San Diego,Sharp Chula Vista Medical Center,Rectum,,27,-117.02488,32.61909
11312,2018,San Diego,Sharp Chula Vista Medical Center,Prostate,,1,-117.02488,32.61909
11313,2018,San Diego,Sharp Chula Vista Medical Center,Pancreas,,4,-117.02488,32.61909
11314,2018,San Diego,Sharp Chula Vista Medical Center,Lung,,9,-117.02488,32.61909
11315,2018,San Diego,Sharp Chula Vista Medical Center,Liver,,1,-117.02488,32.61909
11316,2018,San Diego,Sharp Chula Vista Medical Center,Brain,,10,-117.02488,32.61909
11317,2018,San Diego,Sharp Chula Vista Medical Center,Breast,,159,-117.02488,32.61909
11318,2018,San Diego,Sharp Chula Vista Medical Center,Colon,,47,-117.02488,32.61909
11319,2018,San Diego,Pomerado Hospital,Rectum,,3,-117.05784,32.99563
11320,2018,San Diego,Pomerado Hospital,Colon,,13,-117.05784,32.99563
11321,2018,San Diego,Pomerado Hospital,Breast,,45,-117.05784,32.99563
11322,2018,San Diego,Scripps Green Hospital,Rectum,,28,-117.2419,32.89654
11323,2018,San Diego,Scripps Green Hospital,Prostate,,54,-117.2419,32.89654
11324,2018,San Diego,Scripps Green Hospital,Pancreas,,9,-117.2419,32.89654
11325,2018,San Diego,Scripps Green Hospital,Stomach,,3,-117.2419,32.89654
11326,2018,San Diego,Scripps Green Hospital,Lung,,1,-117.2419,32.89654
11327,2018,San Diego,Scripps Green Hospital,Liver,,19,-117.2419,32.89654
11328,2018,San Diego,Scripps Green Hospital,Esophagus,,3,-117.2419,32.89654
11329,2018,San Diego,Scripps Green Hospital,Brain,,12,-117.2419,32.89654
11330,2018,San Diego,Scripps Green Hospital,Bladder,,11,-117.2419,32.89654
11331,2018,San Diego,Scripps Green Hospital,Colon,,55,-117.2419,32.89654
11332,2018,San Diego,Scripps Green Hospital,Breast,,101,-117.2419,32.89654
11333,2018,San Diego,Scripps Memorial Hospital – Encinitas,Stomach,,1,-117.28495,33.0363
11334,2018,San Diego,Scripps Memorial Hospital – Encinitas,Rectum,,8,-117.28495,33.0363
11335,2018,San Diego,Scripps Memorial Hospital – Encinitas,Prostate,,3,-117.28495,33.0363
11336,2018,San Diego,Scripps Memorial Hospital – Encinitas,Lung,,21,-117.28495,33.0363
11337,2018,San Diego,Scripps Memorial Hospital – Encinitas,Colon,,20,-117.28495,33.0363
11338,2018,San Diego,Scripps Memorial Hospital – Encinitas,Breast,,34,-117.28495,33.0363
11339,2018,San Diego,Scripps Memorial Hospital – Encinitas,Brain,,9,-117.28495,33.0363
11340,2018,San Diego,Scripps Memorial Hospital – Encinitas,Bladder,,2,-117.28495,33.0363
11341,2018,San Francisco,Kaiser Foundation Hospital – San Francisco,Rectum,,47,-122.44289,37.78274
11342,2018,San Francisco,Kaiser Foundation Hospital – San Francisco,Prostate,,61,-122.44289,37.78274
11343,2018,San Francisco,Kaiser Foundation Hospital – San Francisco,Pancreas,,24,-122.44289,37.78274
11344,2018,San Francisco,Kaiser Foundation Hospital – San Francisco,Liver,,35,-122.44289,37.78274
11345,2018,San Francisco,Kaiser Foundation Hospital – San Francisco,Colon,,44,-122.44289,37.78274
11346,2018,San Francisco,Kaiser Foundation Hospital – San Francisco,Breast,,161,-122.44289,37.78274
11347,2018,San Francisco,Kaiser Foundation Hospital – San Francisco,Bladder,,6,-122.44289,37.78274
11348,2018,San Francisco,California Pacific Medical Center – D/P APH,Prostate,,11,-122.43102,37.79149
11349,2018,San Francisco,California Pacific Medical Center – D/P APH,Stomach,,11,-122.43102,37.79149
11350,2018,San Francisco,California Pacific Medical Center – D/P APH,Esophagus,,9,-122.43102,37.79149
11351,2018,San Francisco,California Pacific Medical Center – D/P APH,Pancreas,,49,-122.43102,37.79149
11352,2018,San Francisco,California Pacific Medical Center – D/P APH,Breast,,338,-122.43102,37.79149
11353,2018,San Francisco,California Pacific Medical Center – D/P APH,Colon,,63,-122.43102,37.79149
11354,2018,San Francisco,California Pacific Medical Center – D/P APH,Rectum,,31,-122.43102,37.79149
11355,2018,San Francisco,California Pacific Medical Center – D/P APH,Lung,,14,-122.43102,37.79149
11356,2018,San Francisco,California Pacific Medical Center – D/P APH,Liver,,53,-122.43102,37.79149
11357,2018,San Francisco,California Pacific Medical Center – D/P APH,Brain,,23,-122.43102,37.79149
11358,2018,San Francisco,California Pacific Medical Center – D/P APH,Bladder,,1,-122.43102,37.79149
11359,2018,San Francisco,California Pacific Medical Center – Davies Campus Hospital,Breast,,87,-122.43465,37.7691
11360,2018,San Francisco,California Pacific Medical Center – Davies Campus Hospital,Brain,,10,-122.43465,37.7691
11361,2018,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Rectum,,6,-122.40637,37.75657
11362,2018,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Stomach,,3,-122.40637,37.75657
11363,2018,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Prostate,,6,-122.40637,37.75657
11364,2018,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Lung,,3,-122.40637,37.75657
11365,2018,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Liver,,3,-122.40637,37.75657
11366,2018,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Colon,,12,-122.40637,37.75657
11367,2018,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Breast,,52,-122.40637,37.75657
11368,2018,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Brain,,10,-122.40637,37.75657
11369,2018,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Bladder,,2,-122.40637,37.75657
11370,2018,San Francisco,Saint Francis Memorial Hospital,Stomach,,1,-122.41695,37.78917
11371,2018,San Francisco,Saint Francis Memorial Hospital,Rectum,,3,-122.41695,37.78917
11372,2018,San Francisco,Saint Francis Memorial Hospital,Breast,,1,-122.41695,37.78917
11373,2018,San Francisco,Saint Francis Memorial Hospital,Colon,,4,-122.41695,37.78917
11374,2018,San Francisco,Saint Francis Memorial Hospital,Prostate,,1,-122.41695,37.78917
11375,2018,San Francisco,California Pacific Medical Center – St. Luke’s Campus,Colon,,4,-122.42052,37.74799
11376,2018,San Francisco,California Pacific Medical Center – St. Luke’s Campus,Breast,,4,-122.42052,37.74799
11377,2018,San Francisco,"Saint Mary’s Medical Center, San Francisco",Rectum,,3,-122.45441,37.77408
11378,2018,San Francisco,"Saint Mary’s Medical Center, San Francisco",Stomach,,1,-122.45441,37.77408
11379,2018,San Francisco,"Saint Mary’s Medical Center, San Francisco",Lung,,4,-122.45441,37.77408
11380,2018,San Francisco,"Saint Mary’s Medical Center, San Francisco",Liver,,2,-122.45441,37.77408
11381,2018,San Francisco,"Saint Mary’s Medical Center, San Francisco",Colon,,8,-122.45441,37.77408
11382,2018,San Francisco,"Saint Mary’s Medical Center, San Francisco",Breast,,83,-122.45441,37.77408
11383,2018,San Francisco,"Saint Mary’s Medical Center, San Francisco",Bladder,,1,-122.45441,37.77408
11384,2018,San Francisco,UC San Francisco Medical Center,Rectum,,113,-122.4576564,37.7635148
11385,2018,San Francisco,UC San Francisco Medical Center,Prostate,,243,-122.4576564,37.7635148
11386,2018,San Francisco,UC San Francisco Medical Center,Pancreas,,60,-122.4576564,37.7635148
11387,2018,San Francisco,UC San Francisco Medical Center,Liver,,145,-122.4576564,37.7635148
11388,2018,San Francisco,UC San Francisco Medical Center,Esophagus,,25,-122.4576564,37.7635148
11389,2018,San Francisco,UC San Francisco Medical Center,Colon,,84,-122.4576564,37.7635148
11390,2018,San Francisco,UC San Francisco Medical Center,Breast,,427,-122.4576564,37.7635148
11391,2018,San Francisco,UC San Francisco Medical Center,Brain,,325,-122.4576564,37.7635148
11392,2018,San Francisco,UC San Francisco Medical Center,Bladder,,53,-122.4576564,37.7635148
11393,2018,San Francisco,UC San Francisco Medical Center,Lung,,86,-122.4576564,37.7635148
11394,2018,San Francisco,UC San Francisco Medical Center,Stomach,,33,-122.4576564,37.7635148
11395,2018,San Francisco,Chinese Hospital,Stomach,,3,-122.40926,37.79565
11396,2018,San Francisco,Chinese Hospital,Rectum,,4,-122.40926,37.79565
11397,2018,San Francisco,Chinese Hospital,Colon,,12,-122.40926,37.79565
11398,2018,San Francisco,Chinese Hospital,Breast,,6,-122.40926,37.79565
11399,2018,San Francisco,California Pacific Medical Center - Mission Bernal Campus,Rectum,,1,-122.42094,37.74804
11400,2018,San Francisco,California Pacific Medical Center - Mission Bernal Campus,Colon,,1,-122.42094,37.74804
11401,2018,San Francisco,California Pacific Medical Center - Mission Bernal Campus,Breast,,7,-122.42094,37.74804
11402,2018,San Joaquin,Dameron Hospital,Rectum,,2,-121.30067,37.96125
11403,2018,San Joaquin,Dameron Hospital,Lung,,3,-121.30067,37.96125
11404,2018,San Joaquin,Dameron Hospital,Colon,,5,-121.30067,37.96125
11405,2018,San Joaquin,Dameron Hospital,Stomach,,1,-121.30067,37.96125
11406,2018,San Joaquin,Dameron Hospital,Breast,,5,-121.30067,37.96125
11407,2018,San Joaquin,Adventist Health Lodi Memorial,Stomach,,2,-121.2859,38.12146
11408,2018,San Joaquin,Adventist Health Lodi Memorial,Rectum,,3,-121.2859,38.12146
11409,2018,San Joaquin,Adventist Health Lodi Memorial,Prostate,,16,-121.2859,38.12146
11410,2018,San Joaquin,Adventist Health Lodi Memorial,Liver,,2,-121.2859,38.12146
11411,2018,San Joaquin,Adventist Health Lodi Memorial,Colon,,17,-121.2859,38.12146
11412,2018,San Joaquin,Adventist Health Lodi Memorial,Breast,,24,-121.2859,38.12146
11413,2018,San Joaquin,Adventist Health Lodi Memorial,Bladder,,2,-121.2859,38.12146
11414,2018,San Joaquin,San Joaquin General Hospital,Breast,,23,-121.28918,37.88594
11415,2018,San Joaquin,San Joaquin General Hospital,Stomach,,1,-121.28918,37.88594
11416,2018,San Joaquin,San Joaquin General Hospital,Pancreas,,1,-121.28918,37.88594
11417,2018,San Joaquin,San Joaquin General Hospital,Colon,,15,-121.28918,37.88594
11418,2018,San Joaquin,San Joaquin General Hospital,Brain,,7,-121.28918,37.88594
11419,2018,San Joaquin,San Joaquin General Hospital,Rectum,,3,-121.28918,37.88594
11420,2018,San Joaquin,San Joaquin General Hospital,Prostate,,1,-121.28918,37.88594
11421,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Stomach,,5,-121.2891,37.97075
11422,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Rectum,,15,-121.2891,37.97075
11423,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Pancreas,,5,-121.2891,37.97075
11424,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Prostate,,14,-121.2891,37.97075
11425,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Lung,,14,-121.2891,37.97075
11426,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Liver,,5,-121.2891,37.97075
11427,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Esophagus,,5,-121.2891,37.97075
11428,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Colon,,49,-121.2891,37.97075
11429,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Bladder,,1,-121.2891,37.97075
11430,2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,Breast,,139,-121.2891,37.97075
11431,2018,San Joaquin,Sutter Tracy Community Hospital,Stomach,,2,-121.43482,37.74366
11432,2018,San Joaquin,Sutter Tracy Community Hospital,Rectum,,3,-121.43482,37.74366
11433,2018,San Joaquin,Sutter Tracy Community Hospital,Liver,,2,-121.43482,37.74366
11434,2018,San Joaquin,Sutter Tracy Community Hospital,Colon,,15,-121.43482,37.74366
